age,gender,department,job_level,marital_status,monthly_income,years_at_company,overtime,performance_rating,distance_from_home_km,training_hours_last_year,Attrition
25,F,Sales,1,Married,16819.0,24,No,2,0.5,106.0,0
19,F,Sales,1,Married,7472.0,5,No,3,9.9,137.0,0
64,M,Engineering,2,Married,7683.0,18,No,2,9.1,189.0,0
41,F,Sales,2,Married,7188.0,22,No,3,16.4,98.0,0
33,F,Support,1,Single,8470.0,35,Yes,2,5.6,83.0,0
38,F,Support,2,Married,2670.0,14,No,2,3.5,197.0,0
54,F,Engineering,1,Married,2914.0,20,No,4,10.1,126.0,1
51,F,Engineering,4,Married,9097.0,23,Yes,4,22.5,197.0,0
28,M,Sales,1,Married,6230.0,21,No,2,1.9,155.0,0
45,M,Finance,1,Married,7509.0,26,No,3,0.1,61.0,0
57,M,Engineering,2,Married,8205.0,37,No,3,24.5,44.0,1
54,F,Finance,4,Single,5245.0,25,Yes,3,32.0,78.0,0
36,M,Engineering,3,Single,7723.0,2,Yes,3,3.6,144.0,0
25,M,Engineering,1,Single,10120.0,35,Yes,3,7.4,81.0,0
36,M,Engineering,1,Married,10124.0,0,Yes,3,1.4,84.0,0
47,M,Support,2,Divorced,4446.0,13,Yes,3,8.7,159.0,0
49,M,Engineering,1,Single,2149.0,37,Yes,3,17.2,172.0,0
40,F,Support,2,Single,3927.0,37,Yes,2,6.300000000000001,126.0,0
39,M,Engineering,3,Married,5924.0,2,No,2,0.7999999999999998,136.0,0
28,M,Finance,2,Married,6277.0,28,No,4,8.9,96.0,0
39,M,Finance,1,Divorced,3288.0,16,No,3,23.9,145.0,1
59,M,Finance,1,Married,8839.0,14,No,3,15.7,5.0,0
30,F,HR,3,Married,10777.0,33,No,3,2.3,7.0,0
23,F,Sales,2,Married,6140.0,29,Yes,3,23.3,184.0,0
46,M,Support,1,Married,6571.0,13,No,3,9.3,33.0,0
22,F,HR,3,Married,12999.0,40,No,2,5.7,159.0,0
49,F,Finance,1,Single,7749.0,25,No,3,10.0,120.0,0
51,F,Finance,2,Married,12730.0,23,No,3,5.9,110.0,0
36,F,Engineering,2,Married,7379.0,8,No,3,11.9,49.0,0
54,F,Support,4,Single,8870.0,13,Yes,3,3.2,34.0,0
21,F,HR,1,Single,16923.0,10,No,3,0.6000000000000001,161.0,0
54,M,Engineering,1,Married,5074.0,12,No,3,3.9,159.0,0
61,F,Engineering,5,Married,7311.0,34,No,3,6.800000000000001,36.0,0
24,M,Support,1,Married,7691.0,8,No,3,16.7,197.0,0
24,F,Sales,1,Divorced,5407.0,31,Yes,2,16.8,146.0,1
38,F,Sales,2,Married,7764.0,11,No,3,1.9,100.0,0
44,F,Sales,1,Married,11338.0,19,No,3,6.800000000000001,38.0,0
27,F,Engineering,5,Married,4125.0,27,No,3,8.2,164.0,0
48,F,Support,3,Single,7228.0,11,No,1,5.8,18.0,0
42,M,Support,1,Single,12204.0,14,No,3,6.0,9.0,0
21,F,Finance,1,Married,2169.0,12,No,2,3.7,65.0,0
32,F,Support,3,Married,5342.0,19,Yes,3,-1.6,135.0,0
24,F,Finance,3,Single,4758.0,1,No,3,20.3,169.0,0
28,M,Sales,1,Married,7415.0,22,Yes,3,14.7,80.0,1
45,M,Sales,3,Married,6303.0,11,No,3,4.3,35.0,0
19,M,Sales,3,Divorced,4154.0,29,Yes,2,9.4,82.0,0
59,F,HR,2,Divorced,5648.0,25,No,2,17.9,171.0,0
27,F,Sales,1,Married,12391.0,14,No,3,4.2,109.0,0
50,F,Sales,4,Single,7187.0,25,No,4,12.9,112.0,0
50,M,Support,2,Single,6238.0,21,No,3,22.6,7.0,0
19,F,Engineering,3,Married,3735.0,17,No,2,7.6,153.0,0
61,M,Finance,3,Single,2913.0,22,No,2,30.9,143.0,1
53,F,Engineering,1,Single,11200.0,0,No,3,-0.3,22.0,0
21,M,Engineering,2,Married,3949.0,2,Yes,3,16.7,176.0,1
58,F,Sales,3,Married,5648.0,35,No,4,25.1,153.0,0
36,M,HR,3,Divorced,7520.0,8,No,1,-0.8999999999999999,145.0,0
46,M,Sales,2,Divorced,2776.0,23,No,2,11.1,43.0,1
46,F,Support,3,Single,7890.0,14,No,4,12.5,59.0,0
57,M,Support,1,Single,5526.0,24,Yes,2,16.9,118.0,0
25,F,Finance,1,Divorced,6397.0,15,No,2,4.2,194.0,0
42,M,Engineering,1,Single,21290.0,9,No,3,8.5,127.0,1
35,M,Sales,1,Married,2695.0,40,No,3,24.8,7.0,1
37,M,Sales,3,Married,13738.0,2,No,3,29.9,37.0,0
40,M,Engineering,4,Married,4166.0,38,No,3,1.5,118.0,0
42,F,Sales,2,Married,6631.0,14,No,3,13.2,157.0,0
20,F,Finance,2,Single,9079.0,17,No,3,12.6,102.0,0
46,M,Support,3,Single,6873.0,38,No,2,1.9,114.0,0
42,M,Sales,4,Single,6036.0,31,Yes,3,6.300000000000001,91.0,0
55,M,Engineering,1,Married,8447.0,20,No,3,9.6,90.0,0
22,M,Finance,1,Single,8751.0,33,No,4,7.9,138.0,0
24,F,Engineering,2,Married,4300.0,21,No,2,7.699999999999999,176.0,0
59,M,Sales,1,Single,8220.0,10,No,2,21.3,29.0,0
63,M,Engineering,3,Single,12157.0,14,No,3,7.9,174.0,0
62,F,Finance,1,Married,14439.0,5,No,4,10.6,59.0,0
55,F,Engineering,2,Married,10965.0,7,No,3,22.9,104.0,0
28,M,Support,1,Married,8398.0,3,Yes,3,15.7,156.0,0
50,F,Support,1,Single,2655.0,31,No,3,-1.1,58.0,0
20,M,Sales,1,Divorced,2346.0,30,Yes,3,16.2,61.0,0
38,M,HR,1,Married,12331.0,31,Yes,3,8.3,6.0,0
27,M,Sales,4,Married,5417.0,28,No,3,26.6,190.0,1
20,F,Sales,2,Married,12178.0,22,No,3,9.3,64.0,0
20,M,Engineering,1,Single,6315.0,23,Yes,3,22.9,22.0,1
51,M,Sales,2,Divorced,11096.0,7,No,3,0.5,20.0,0
28,F,Engineering,1,Single,7916.0,35,Yes,4,0.3999999999999999,125.0,0
18,M,Support,2,Single,4342.0,6,No,3,5.3,130.0,0
26,M,Engineering,1,Single,7561.0,25,No,3,8.3,99.0,0
61,M,Engineering,2,Married,6871.0,3,No,3,3.1,180.0,0
44,M,HR,4,Married,5689.0,21,No,3,9.3,21.0,0
57,M,HR,3,Married,5232.0,9,No,3,4.4,194.0,0
53,M,Support,3,Married,6430.0,25,No,3,11.5,57.0,0
26,F,Engineering,4,Single,5199.0,35,No,3,24.3,184.0,0
32,F,Support,3,Divorced,4108.0,40,No,2,8.7,152.0,0
53,F,Support,2,Single,5081.0,34,No,2,13.6,43.0,0
52,M,Support,1,Married,11420.0,2,No,2,4.9,3.0,0
33,M,Finance,2,Married,5795.0,25,No,3,8.9,181.0,0
23,M,Finance,2,Married,3456.0,14,No,2,14.2,116.0,1
62,M,Support,2,Single,4894.0,11,No,3,11.3,80.0,1
32,M,Engineering,1,Single,10227.0,18,Yes,2,15.1,35.0,0
43,M,Sales,3,Married,1982.0,30,Yes,2,19.4,84.0,1
63,M,Engineering,5,Married,3271.0,34,Yes,3,3.3,7.0,0
31,F,Support,2,Married,6282.0,32,No,3,1.2999999999999998,95.0,0
24,F,Finance,1,Married,4523.0,36,Yes,2,7.0,63.0,0
43,M,Finance,1,Divorced,3162.0,18,No,3,11.7,163.0,0
35,M,Finance,1,Divorced,8420.0,11,No,3,11.9,53.0,1
58,M,Support,3,Divorced,5203.0,38,No,3,7.6,111.0,0
51,M,Sales,2,Single,7349.0,25,No,3,8.2,167.0,0
18,F,Engineering,2,Single,4788.0,6,No,3,24.5,136.0,0
29,F,Engineering,3,Divorced,9497.0,14,No,4,4.3,96.0,0
64,M,Engineering,1,Married,3420.0,33,Yes,4,30.4,89.0,0
34,M,Engineering,4,Single,11877.0,13,Yes,3,1.0,138.0,0
45,F,Engineering,3,Divorced,9175.0,18,No,4,0.2999999999999998,169.0,0
57,M,Sales,2,Single,7897.0,22,No,3,6.800000000000001,157.0,0
64,M,Engineering,3,Single,8926.0,39,Yes,3,13.3,76.0,0
37,F,Support,2,Single,4258.0,0,No,3,3.7,159.0,0
20,F,Engineering,2,Married,6469.0,6,No,4,5.4,147.0,0
45,F,Support,1,Single,4717.0,21,No,4,4.8,174.0,0
19,F,Engineering,4,Married,3598.0,29,Yes,3,3.4000000000000004,25.0,0
33,F,Engineering,3,Single,4608.0,27,Yes,2,9.3,130.0,0
45,F,HR,2,Married,7958.0,7,No,3,1.7000000000000002,155.0,0
23,M,HR,2,Single,3444.0,39,Yes,3,2.9000000000000004,3.0,0
61,F,Support,1,Married,6251.0,16,Yes,3,1.5,182.0,0
47,F,Support,1,Divorced,4943.0,6,No,4,8.2,13.0,0
61,M,Finance,2,Single,10317.0,26,No,3,13.6,183.0,0
20,M,Engineering,1,Married,6973.0,5,No,3,9.2,174.0,0
35,M,Engineering,1,Single,10398.0,15,No,2,26.7,32.0,0
44,F,Sales,3,Single,7931.0,2,Yes,3,2.9000000000000004,67.0,0
36,M,Finance,1,Married,5456.0,21,Yes,3,14.9,175.0,0
27,F,Engineering,1,Married,12004.0,27,No,3,9.8,190.0,0
57,M,HR,1,Married,9997.0,11,No,3,-0.6000000000000001,162.0,0
36,F,Sales,2,Married,12073.0,2,Yes,4,9.1,141.0,0
50,F,Engineering,3,Single,14564.0,9,No,3,1.7000000000000002,173.0,0
35,M,Engineering,2,Divorced,6300.0,28,No,4,12.8,82.0,0
43,F,Support,1,Married,15582.0,1,No,1,1.9,39.0,0
41,F,Finance,1,Married,6315.0,21,No,2,6.699999999999999,160.0,0
52,F,Engineering,1,Married,21522.0,38,No,3,-0.1,83.0,0
19,M,Engineering,3,Divorced,6722.0,21,No,3,8.4,110.0,0
56,M,Support,2,Single,11134.0,1,No,3,24.5,188.0,1
62,M,Engineering,1,Single,9818.0,3,No,3,19.1,137.0,0
53,M,Sales,1,Divorced,2594.0,4,No,3,15.1,34.0,0
63,F,Engineering,1,Single,17023.0,23,Yes,3,15.2,0.0,0
32,F,Sales,2,Single,6007.0,34,Yes,2,2.2,14.0,0
22,F,Support,1,Married,29533.0,13,No,2,13.3,129.0,0
21,M,Support,2,Married,7168.0,33,Yes,3,0.2000000000000001,41.0,0
40,M,Engineering,1,Married,4857.0,38,No,3,8.6,94.0,0
60,F,Support,1,Married,14099.0,11,No,2,0.7000000000000002,186.0,0
38,M,HR,1,Single,4942.0,36,No,3,7.0,60.0,0
29,M,Engineering,3,Single,9013.0,2,Yes,2,19.1,159.0,1
25,F,Support,1,Married,4497.0,10,Yes,3,-0.5,168.0,0
23,F,Support,1,Married,5304.0,2,No,1,16.8,105.0,0
20,M,Engineering,4,Single,6646.0,1,No,2,-1.8,100.0,0
31,F,Sales,2,Married,12939.0,21,Yes,3,11.2,181.0,0
43,F,Support,2,Married,7827.0,39,Yes,3,12.7,190.0,0
52,M,Sales,1,Married,11979.0,19,No,3,14.4,16.0,0
48,M,Sales,1,Married,13908.0,22,No,2,-0.1999999999999999,63.0,0
64,M,Sales,1,Married,11788.0,3,Yes,2,12.0,73.0,0
46,M,Support,2,Single,3764.0,38,No,2,4.3,53.0,0
48,M,Engineering,1,Married,5850.0,34,No,3,9.0,87.0,0
21,M,Engineering,1,Single,7302.0,8,No,3,3.1,94.0,0
36,F,Sales,1,Single,4432.0,23,Yes,3,5.5,23.0,0
58,F,HR,1,Single,4577.0,18,Yes,3,6.699999999999999,131.0,0
46,M,Support,4,Single,8211.0,1,Yes,4,19.6,94.0,0
38,M,HR,1,Married,10290.0,23,No,3,3.2,71.0,0
33,F,Engineering,1,Married,20509.0,39,No,2,6.5,40.0,0
46,M,Engineering,5,Single,6516.0,3,No,3,-0.8,130.0,0
38,F,Engineering,1,Single,5727.0,7,No,3,13.7,174.0,0
22,M,Sales,2,Married,5799.0,17,No,4,3.9,131.0,0
52,F,Engineering,1,Married,15461.0,23,No,3,11.0,95.0,0
20,M,Sales,2,Married,5118.0,13,Yes,2,12.1,116.0,1
48,M,Sales,2,Married,7512.0,35,Yes,3,4.6,144.0,0
37,M,Sales,2,Single,6053.0,14,No,3,9.1,113.0,0
34,F,HR,4,Single,2755.0,18,No,3,18.9,171.0,0
23,F,Engineering,1,Married,9609.0,40,No,2,9.9,60.0,0
26,M,Engineering,2,Divorced,9198.0,12,No,3,13.3,113.0,0
48,M,Engineering,1,Married,7113.0,29,Yes,4,13.0,20.0,0
34,F,HR,2,Married,7272.0,32,Yes,3,-1.6,4.0,0
27,F,Sales,3,Married,8601.0,14,No,3,4.9,175.0,0
40,M,Engineering,1,Divorced,16005.0,36,No,3,14.4,57.0,0
34,M,Engineering,2,Single,13631.0,5,Yes,3,16.3,113.0,0
45,F,Sales,1,Single,8337.0,38,No,2,16.5,60.0,0
20,M,Engineering,2,Single,7958.0,19,No,4,9.6,9.0,0
39,M,Sales,1,Married,2341.0,4,No,3,6.800000000000001,119.0,0
61,M,Finance,2,Married,3053.0,40,No,3,13.4,157.0,0
50,F,Support,5,Single,6315.0,29,No,3,6.6,50.0,0
43,M,Support,2,Married,8413.0,21,No,1,5.7,35.0,0
42,M,Sales,2,Single,9274.0,23,No,3,29.9,175.0,1
41,F,Sales,2,Married,6112.0,24,Yes,3,7.0,81.0,0
24,F,Sales,1,Married,15252.0,6,No,3,14.8,0.0,0
32,M,HR,2,Married,3289.0,35,No,3,12.6,167.0,0
51,F,Finance,3,Married,13843.0,6,Yes,3,4.3,148.0,0
51,M,Finance,1,Single,13393.0,21,No,4,4.0,188.0,0
36,M,Engineering,3,Single,8511.0,9,No,3,11.8,180.0,0
39,F,Engineering,2,Married,8152.0,4,Yes,3,7.199999999999999,153.0,0
18,M,Engineering,2,Married,8972.0,15,No,3,21.0,116.0,0
44,F,Sales,2,Married,4041.0,37,No,3,3.2,89.0,0
41,M,HR,4,Married,7234.0,11,No,2,7.0,131.0,0
49,M,HR,2,Married,8559.0,35,Yes,3,13.8,141.0,0
29,F,Engineering,2,Single,13820.0,36,No,3,-0.8,177.0,0
35,F,HR,3,Married,4348.0,34,No,2,13.6,143.0,0
22,M,Engineering,1,Single,13667.0,38,No,3,9.4,132.0,0
53,M,Sales,1,Divorced,7724.0,34,Yes,3,12.2,106.0,1
30,F,Support,5,Married,2386.0,2,No,3,25.0,19.0,0
39,M,Engineering,2,Divorced,11426.0,36,No,3,7.1,161.0,0
48,M,Support,1,Married,5515.0,36,Yes,1,16.1,15.0,0
62,M,Finance,1,Single,3867.0,4,Yes,2,8.9,131.0,0
38,F,Support,5,Married,7211.0,0,Yes,2,10.2,129.0,0
55,M,Support,3,Married,5349.0,23,Yes,3,5.9,19.0,0
37,M,Finance,3,Single,9647.0,1,No,3,4.0,40.0,0
41,M,Support,1,Married,6817.0,10,No,3,9.7,93.0,0
38,F,Engineering,2,Married,14444.0,29,Yes,3,9.6,146.0,0
64,M,Engineering,2,Married,8307.0,15,No,2,9.9,96.0,0
29,M,HR,5,Married,13803.0,6,No,3,1.6,118.0,0
34,F,Finance,1,Divorced,7257.0,1,No,3,3.0,49.0,0
41,F,Engineering,1,Married,32620.0,26,No,3,6.199999999999999,81.0,0
50,F,Engineering,4,Married,4655.0,20,No,3,8.3,52.0,0
26,F,Engineering,4,Single,8833.0,4,Yes,2,8.6,28.0,0
46,F,Engineering,2,Single,4842.0,26,Yes,2,20.7,135.0,0
29,M,Sales,1,Married,6025.0,22,No,3,18.5,166.0,0
20,F,Support,2,Single,7405.0,5,Yes,3,7.3,72.0,1
28,M,Engineering,2,Single,11951.0,39,No,2,21.8,31.0,0
19,F,Finance,2,Single,6458.0,39,No,3,17.7,42.0,0
64,M,Support,1,Married,5879.0,27,No,3,6.699999999999999,159.0,0
60,M,Engineering,3,Married,4475.0,39,No,3,12.9,29.0,0
54,F,Engineering,5,Married,5249.0,28,No,3,9.0,103.0,0
47,F,Sales,3,Married,30458.0,32,Yes,3,-0.8999999999999999,26.0,0
26,F,Finance,4,Married,25469.0,40,Yes,3,22.3,25.0,0
32,F,Support,1,Divorced,3170.0,4,No,3,5.9,111.0,0
33,M,Sales,1,Single,6224.0,28,No,3,10.8,196.0,0
39,F,Finance,1,Divorced,6949.0,12,No,3,15.5,186.0,0
26,M,Sales,3,Married,18642.0,4,No,4,2.9000000000000004,37.0,0
58,M,Sales,1,Single,3117.0,16,Yes,2,13.8,12.0,0
59,F,Finance,1,Married,5347.0,31,No,2,7.6,25.0,0
43,F,Finance,1,Single,9025.0,7,No,3,6.699999999999999,25.0,0
61,F,Sales,3,Married,9278.0,20,Yes,4,3.5,141.0,0
35,F,Engineering,1,Single,7444.0,5,No,3,3.0,18.0,0
27,M,Engineering,3,Divorced,7824.0,13,No,4,23.5,144.0,0
42,F,Engineering,2,Single,5305.0,2,Yes,2,13.9,60.0,0
31,M,Engineering,2,Married,5220.0,5,No,4,5.6,77.0,0
24,M,Sales,1,Married,7869.0,21,No,3,13.8,112.0,0
30,F,Sales,1,Married,13976.0,20,No,3,2.7,29.0,0
26,M,HR,3,Married,9570.0,3,No,3,8.3,139.0,0
29,F,Engineering,2,Single,10874.0,23,No,3,11.3,150.0,0
26,M,HR,3,Divorced,9044.0,32,No,1,9.2,158.0,0
44,F,Finance,3,Single,6542.0,13,No,3,3.8,165.0,0
58,M,Support,2,Married,20888.0,9,No,2,14.8,104.0,0
62,F,Support,5,Single,10022.0,34,No,3,18.0,140.0,0
24,F,Sales,2,Divorced,3038.0,7,Yes,4,5.5,35.0,0
53,F,HR,2,Married,8652.0,21,Yes,3,21.1,194.0,0
55,M,Sales,2,Divorced,6475.0,35,No,3,11.6,165.0,0
38,F,Support,1,Divorced,30406.0,31,No,3,13.0,144.0,0
38,F,Engineering,3,Divorced,6335.0,8,No,3,17.9,17.0,0
18,F,Engineering,1,Married,9028.0,14,No,4,5.9,14.0,0
36,M,Support,5,Married,9348.0,10,Yes,3,10.2,157.0,0
51,F,Support,2,Married,3530.0,14,No,2,13.5,64.0,0
54,M,Sales,3,Single,5263.0,8,No,3,0.5,170.0,0
37,F,Support,1,Married,7433.0,35,No,3,9.5,32.0,0
56,F,Sales,1,Single,20653.0,6,No,4,3.5,183.0,0
56,F,Engineering,1,Married,4975.0,23,No,3,2.5,17.0,0
52,F,Finance,1,Single,7067.0,25,No,3,6.6,54.0,0
39,M,Sales,4,Single,12796.0,1,No,4,9.6,47.0,0
64,M,Sales,2,Divorced,12346.0,29,Yes,1,10.8,49.0,0
58,M,Engineering,4,Married,6193.0,39,Yes,3,10.7,20.0,0
43,M,Engineering,2,Divorced,2557.0,23,No,3,11.8,42.0,0
53,M,HR,2,Married,5129.0,1,No,4,-1.7,9.0,0
29,M,Finance,2,Married,5920.0,3,No,3,4.7,77.0,0
42,F,Engineering,3,Single,4696.0,37,Yes,3,6.2,4.0,1
46,F,Sales,1,Single,6225.0,19,No,3,11.8,49.0,0
18,F,Support,4,Married,12074.0,1,No,2,22.9,19.0,0
43,F,Engineering,1,Married,4581.0,1,No,3,4.7,93.0,0
18,M,Support,2,Divorced,6471.0,25,Yes,4,0.0,58.0,0
20,F,Sales,2,Married,2182.0,18,No,3,19.8,27.0,1
40,M,Sales,1,Married,4743.0,15,No,2,19.5,27.0,0
57,M,Engineering,5,Married,6007.0,16,No,3,5.6,87.0,0
57,F,Sales,3,Single,7155.0,30,No,1,23.4,139.0,1
59,F,Sales,4,Divorced,10716.0,13,No,2,3.2,125.0,0
23,F,Engineering,1,Single,9917.0,23,No,2,11.4,41.0,1
55,M,Sales,2,Single,7686.0,13,No,1,17.8,168.0,0
38,M,Support,1,Married,14305.0,1,Yes,3,6.9,57.0,0
34,M,Support,1,Married,7339.0,3,No,3,16.0,36.0,0
55,M,Finance,1,Married,6055.0,23,Yes,2,0.8999999999999999,179.0,0
31,M,Support,1,Divorced,20370.0,13,No,3,20.9,127.0,0
43,M,Engineering,2,Single,8650.0,8,Yes,3,19.9,141.0,1
40,M,Engineering,2,Married,6461.0,15,No,3,14.4,9.0,1
28,M,Sales,2,Single,6432.0,0,No,3,3.8,39.0,0
22,F,Sales,5,Married,4764.0,4,No,3,23.7,76.0,0
25,M,Engineering,4,Married,2565.0,17,Yes,3,5.1,8.0,0
42,M,Support,3,Single,6017.0,6,Yes,3,7.5,17.0,0
40,M,Engineering,1,Married,4330.0,31,Yes,4,6.0,78.0,0
19,F,Finance,1,Single,7177.0,40,No,4,4.6,86.0,0
64,F,Support,2,Single,4675.0,5,No,3,1.9,35.0,0
43,M,Engineering,3,Single,9672.0,15,No,3,14.6,38.0,0
23,M,Support,2,Single,13211.0,6,No,3,7.300000000000001,78.0,0
55,M,Engineering,2,Single,5628.0,40,Yes,3,5.4,52.0,0
51,F,Sales,1,Married,8017.0,19,No,3,1.7000000000000002,164.0,0
64,M,Finance,4,Divorced,2877.0,31,Yes,3,6.9,184.0,1
24,F,Support,1,Single,4997.0,22,No,2,9.3,161.0,0
60,F,Engineering,1,Married,12887.0,15,No,2,7.800000000000001,145.0,0
36,M,Engineering,1,Single,3299.0,5,No,3,18.1,99.0,0
56,M,Engineering,1,Married,4218.0,28,Yes,4,24.8,61.0,1
18,M,Engineering,1,Married,9130.0,3,No,2,0.1,104.0,0
55,M,Sales,2,Single,3304.0,13,No,2,6.9,3.0,0
31,M,Engineering,2,Married,4967.0,27,No,3,1.7999999999999998,114.0,0
40,F,Engineering,2,Single,11726.0,32,No,3,12.7,52.0,0
33,F,HR,4,Married,3971.0,34,No,3,28.0,73.0,0
50,M,Sales,1,Divorced,3094.0,7,Yes,3,9.7,107.0,0
25,M,Engineering,3,Married,5148.0,16,Yes,2,5.7,63.0,0
42,M,Sales,4,Married,9865.0,2,No,4,5.2,193.0,0
22,F,Support,2,Divorced,4068.0,13,No,3,15.4,1.0,1
59,M,Sales,3,Divorced,6315.0,26,No,3,-1.5,63.0,0
50,M,Engineering,3,Married,2194.0,26,No,4,17.8,185.0,0
18,F,Engineering,3,Single,3829.0,11,No,3,14.9,101.0,1
43,M,HR,1,Married,5223.0,17,No,3,15.6,138.0,0
56,M,HR,1,Married,9593.0,8,Yes,4,36.2,61.0,0
36,F,Sales,3,Divorced,5499.0,16,No,4,5.7,171.0,0
56,F,Sales,3,Divorced,4619.0,36,No,2,1.7000000000000002,88.0,0
53,M,Engineering,5,Single,9529.0,0,Yes,1,9.7,40.0,0
24,M,Engineering,2,Single,6361.0,26,No,3,2.5,112.0,0
28,F,Engineering,1,Married,13960.0,2,No,3,10.3,115.0,0
27,M,Engineering,1,Married,6772.0,13,No,4,6.800000000000001,84.0,0
18,F,Support,2,Single,7430.0,22,No,3,10.9,165.0,1
51,M,Sales,2,Single,4762.0,20,No,3,3.4000000000000004,47.0,0
56,F,Engineering,2,Divorced,4499.0,38,No,3,15.2,36.0,0
48,F,Sales,3,Single,3413.0,31,Yes,2,18.4,66.0,1
44,M,Finance,1,Married,4428.0,6,No,2,6.5,105.0,0
48,M,Engineering,3,Single,12718.0,15,No,2,4.5,6.0,0
31,M,Sales,2,Married,5301.0,39,Yes,1,1.5,103.0,0
44,M,Sales,4,Single,4987.0,36,No,3,15.4,108.0,1
59,M,Engineering,4,Married,4222.0,7,No,3,3.3,143.0,0
27,M,HR,3,Married,6597.0,32,No,3,4.0,182.0,0
27,M,Finance,4,Married,5804.0,16,Yes,2,5.8,1.0,1
27,M,Sales,1,Single,8968.0,1,No,3,5.7,84.0,0
28,F,HR,1,Single,15033.0,3,No,3,5.5,146.0,0
19,M,Engineering,5,Single,7925.0,28,No,3,4.5,80.0,0
55,F,Sales,1,Married,5518.0,3,No,2,15.8,72.0,0
36,F,Engineering,3,Married,9244.0,37,No,1,9.8,14.0,0
24,F,Engineering,1,Married,7618.0,37,No,3,6.800000000000001,153.0,0
29,M,Finance,1,Married,4937.0,35,No,3,10.5,174.0,0
31,M,Finance,1,Married,4228.0,1,No,3,19.5,9.0,0
58,F,Support,3,Married,3857.0,17,Yes,3,14.2,178.0,0
58,M,Support,3,Single,5566.0,37,Yes,3,10.3,120.0,0
26,F,Sales,3,Single,12863.0,6,Yes,3,14.6,18.0,0
27,M,Support,1,Single,10145.0,15,No,3,13.8,91.0,0
49,M,Sales,2,Single,11051.0,2,No,3,19.8,2.0,1
19,M,Support,4,Married,7261.0,23,No,4,3.4000000000000004,166.0,0
38,M,Sales,1,Married,10467.0,5,No,3,27.8,91.0,0
60,M,Engineering,1,Single,5994.0,1,No,3,-1.5,96.0,0
22,M,Support,2,Single,5560.0,39,Yes,4,7.4,26.0,0
23,F,Support,1,Single,6345.0,37,No,3,12.3,117.0,0
28,F,Finance,2,Married,6711.0,30,No,4,28.7,28.0,0
53,F,Sales,1,Single,23469.0,1,No,3,18.7,116.0,0
57,M,HR,1,Married,24030.0,18,Yes,2,8.1,9.0,0
28,F,HR,2,Married,7305.0,0,No,2,20.1,127.0,0
31,M,Sales,3,Married,6183.0,32,No,2,7.300000000000001,146.0,0
39,F,Engineering,3,Married,6325.0,16,No,3,7.9,195.0,0
18,F,Engineering,3,Married,7861.0,7,No,3,4.5,126.0,0
43,M,Support,4,Single,6827.0,13,No,2,2.3,58.0,0
19,M,Engineering,4,Single,8520.0,14,Yes,4,10.4,3.0,0
43,F,Engineering,2,Single,4997.0,18,Yes,4,4.9,153.0,0
44,F,Sales,2,Married,7304.0,19,No,4,4.9,44.0,0
31,F,Finance,2,Married,4789.0,0,Yes,3,14.1,10.0,1
21,M,Sales,3,Divorced,11804.0,37,Yes,3,2.2,126.0,0
55,M,Finance,3,Single,4226.0,10,No,3,4.1,162.0,0
36,F,Sales,2,Married,11226.0,36,Yes,3,21.2,71.0,0
28,F,Engineering,1,Single,4812.0,18,No,2,24.2,87.0,0
42,F,Finance,1,Divorced,8477.0,25,No,1,6.300000000000001,124.0,0
48,F,HR,1,Married,13898.0,8,No,4,10.4,91.0,1
28,F,Engineering,3,Divorced,9690.0,13,No,3,18.5,31.0,0
18,M,Engineering,3,Single,5771.0,22,No,4,0.6000000000000001,35.0,0
57,M,Finance,2,Single,4102.0,36,Yes,3,0.7000000000000002,57.0,0
32,M,Engineering,5,Single,13007.0,32,No,3,2.9000000000000004,151.0,0
40,M,Engineering,2,Married,20528.0,33,No,4,9.2,38.0,0
56,F,Engineering,3,Married,3938.0,30,No,4,33.3,22.0,0
46,M,Engineering,3,Married,6265.0,23,No,4,7.199999999999999,76.0,0
52,F,Sales,5,Divorced,4548.0,25,No,2,7.5,79.0,0
53,F,Engineering,1,Single,4442.0,21,Yes,3,14.9,17.0,0
61,M,Sales,1,Single,15651.0,26,No,3,-0.5,84.0,0
25,M,Engineering,2,Single,11616.0,7,No,3,14.9,137.0,0
43,F,Engineering,2,Single,6819.0,26,No,3,9.2,154.0,0
31,M,Sales,3,Married,10642.0,13,Yes,3,6.0,179.0,1
54,M,Support,1,Divorced,17576.0,27,No,2,14.5,98.0,0
63,F,Engineering,3,Married,5693.0,38,No,2,9.8,28.0,1
23,M,Sales,1,Married,7880.0,12,No,2,10.8,182.0,0
62,M,Engineering,2,Married,5778.0,21,No,3,-0.3,70.0,0
23,F,Engineering,1,Single,4478.0,39,No,3,6.0,73.0,0
43,M,Sales,2,Married,9096.0,7,No,3,12.7,63.0,0
55,F,Engineering,1,Divorced,5184.0,11,No,3,20.0,14.0,0
55,F,Support,1,Single,5354.0,9,No,3,6.4,85.0,0
57,F,Finance,2,Single,5778.0,33,Yes,3,5.2,191.0,0
32,F,Finance,2,Married,1852.0,40,No,2,9.9,31.0,0
52,F,Support,2,Single,4594.0,16,Yes,2,13.1,51.0,0
64,F,Support,3,Married,5045.0,11,Yes,3,12.7,96.0,0
49,M,Support,2,Married,16217.0,18,No,4,2.9000000000000004,119.0,0
28,M,Finance,2,Single,7006.0,22,Yes,3,15.4,22.0,0
